ItemId,ItemName,Price,Availability,LastUpdated,HighestBuyOrder,Qty
trinket_bandt4,Platinum Band,7.0,11,2023-05-21T09:50:54.846956,4.0,222.0
trinket_chaint4,Platinum Chain,15.0,100,2023-05-21T09:51:06.2991,4.0,222.0
trinket_hookt4,Platinum Hook,38.93,225,2023-05-21T09:51:30.595149,4.0,222.0
ingotprecioust3,Platinum Ingot,3.58,78,2023-05-21T09:48:59.811737,3.23,935.0
oreprecioust3,Platinum Ore,0.3,162,2023-05-21T09:39:31.768059,0.23,165.0
trinket_settingt4,Platinum Setting,15.0,100,2023-05-21T09:51:06.2991,4.0,444.0
fooddexcont2,Poached Fish with Lemon and Dill,1.8,10,2023-05-21T10:00:28.859383,,
fooddexintt5,Poacher's Pie,44.7,52,2023-05-21T10:03:04.798985,,
house_housingitem_dynasty_decor_table_flowerpot03,Poignant Flower Arrangement,200.0,1,2023-05-13T16:57:25.118186,,
house_housingitem_dynasty_decor_wall_flowerpot01,Poignant Flower Hanging Basket,440.0,1,2023-05-13T16:58:05.985693,11.0,7.0
poisonstingert5,Poison Sac,9.33,29,2023-05-21T09:45:45.807913,4.77,83.0
house_housingitem_storage_t4_chestancient,Polished Marble Storage Chest,7149.0,1,2023-05-13T17:00:04.887544,5101.0,1.0
poppyseedt3,Poppy Seeds,2.0,2,2023-05-21T09:45:25.741934,0.02,191.0
porkt1,Pork,0.25,140,2023-05-21T09:46:19.451659,0.25,3950.0
porkbellyt1,Pork Belly,2.0,234,2023-05-21T09:47:17.655181,0.47000000000000003,197.0
foodconintt5,Pork Belly Fried Rice,14.9,72,2023-05-21T10:02:20.424152,5.0,100.0
foodstrt2,Pork Chops and Apple Sauce,2.0,15,2023-05-21T10:00:32.299962,,
foodconintt3,Pork Chops with Pan Gravy,9.0,17,2023-05-21T10:01:57.352189,,
potatot1,Potato,0.55,101,2023-05-21T09:46:35.561786,0.54,260.0
house_housingitem_settler_decor_garden_plants02,Pot of Blue Flowers,500.0,1,2023-05-13T16:58:17.935985,25.0,3.0
house_housingitem_settler_decor_garden_plants03,Pot of Pink Flowers,125.0,1,2023-05-13T16:56:52.116783,25.0,7.0
house_housingitem_settler_decor_garden_plants01,Pot of Winter Flowers,60.0,1,2023-05-13T16:56:13.270781,25.0,6.0
house_housingitem_legion_decor_floorbin01_a,Potted Candelabra Cactus,30.0,1,2023-05-13T16:55:53.518885,,
house_housingitem_legion_decor_floorplanter01_a,Potted Mulberry Plant,350.0,1,2023-05-13T16:57:53.217833,2.0,8.0
house_housingitem_legion_decor_floorplanter01_c,Potted Opuntia Cactus,18.99,1,2023-05-13T16:55:45.241177,,
house_housingitem_legion_decor_floorplanter02_b,Potted Saguaro Cactus,1099.99,1,2023-05-13T16:59:04.058701,,
house_housingitem_legion_decor_floorplanter02_a,Potted Triangle Cactus,31.39,1,2023-05-13T16:55:53.518885,,
potters_drums_part1_page1,Potter's Sprint Drums Sheet Music Page 1/1,0.53,2,2023-04-03T18:15:09.812743,,
potters_guitar_part1_page1,Potter's Sprint Guitar Sheet Music Page 1/1,0.8,2,2023-04-03T18:15:21.150879,,
potters_mandolin_part1_page1,Potter's Sprint Mandolin Sheet Music Page 1/1,0.69,1,2023-04-03T18:15:12.789296,,
potters_urbass_part1_page1,Potter's Sprint Upright Bass Sheet Music Page 1/1,0.48,6,2023-04-03T18:15:04.682884,,
poultryt1,Poultry,0.5,86,2023-05-21T09:46:32.67955,0.28,2454.0
turkeybreastt1,Poultry Breast,8.95,52,2023-05-21T09:47:42.075611,1.72,200.0
turkeythight1,Poultry Thigh,15.99,9,2023-05-21T09:47:48.513972,14.02,31.0
foodminert4,Poultry with Roasted Potatoes,1.0,91,2023-05-21T10:00:14.973052,,
house_housingitem_powderhorn,Powder Horn,15.0,6,2023-05-13T16:55:42.953123,,
2hblunderbuss_powderkegt4,Powder Keg,422.0,1,2022-12-30T19:46:10.294717,,
alkahestt4,Powerful Alkahest,0.1,132,2023-05-21T09:44:52.503229,0.02,4478.0
coatingancientt4,Powerful Ancient Coating,2.97,72,2023-05-21T10:00:47.375809,0.25,52.0
potionfamiliywardancientt4,Powerful Ancient Ward Potion,10.0,5,2023-05-21T10:02:10.105669,,
coatingangryeartht4,Powerful Angry Earth Coating,2.74,91,2023-05-21T10:00:44.089317,,
potionfamilywardangryeartht4,Powerful Angry Earth Ward Potion,20.0,48,2023-05-21T10:02:35.629778,3.0,59.0
potionboostarcaneabst4,Powerful Arcane Absorption Potion,12.0,100,2023-05-21T10:02:15.17821,,
coatingbeastt4,Powerful Beast Coating,9.63,100,2023-05-21T10:02:00.720482,0.5,75.0
potionfamilywardbeastt4,Powerful Beast Ward Potion,25.0,2,2023-05-21T10:02:46.593364,,
tinctureblightt4,Powerful Blight Tincture,9.96,1,2023-05-21T10:02:03.465006,0.7000000000000001,63.0
coatingcorruptedt4,Powerful Corrupted Coating,3.1,13,2023-05-21T10:00:50.254117,0.26,99.0
potionfamilywardcorruptedt4,Powerful Corrupted Ward Potion,13.77,12,2023-05-21T10:02:16.950473,5.0,95.0
tincturecorruptiont4,Powerful Corruption Tincture,12.0,60,2023-05-21T10:02:13.727184,0.5,14.0
potionencumbrancet2,Powerful Encumbrance Potion,1.72,7,2023-05-21T10:00:27.96881,0.1,59.0
potionboostfireabst4,Powerful Fire Absorption Potion,39.88,48,2023-05-21T10:03:01.567073,1.81,50.0
potionfocust3,Powerful Focus Potion,0.08,1,2023-05-21T09:59:38.078622,,
gemstonedustt5,Powerful Gemstone Dust,49.9,65,2023-05-21T10:03:08.911577,41.0,30.0
potionhealtht4,Powerful Health Potion,0.17,100,2023-05-21T09:59:47.325143,,
honingstonet5,Powerful Honing Stone,159.0,10,2023-05-21T10:03:44.816202,115.19,34.0
coatingaeterniant4,Powerful Human Coating,3.72,31,2023-05-21T10:00:58.487046,0.27,91.0
potionfamilywardaeterniant4,Powerful Human Ward Potion,9.77,21,2023-05-21T10:02:01.250942,1.0,93.0
incenset5,Powerful Incense,28.95,32,2023-05-21T10:02:49.360395,16.56,25.0
potionboostlightningabst4,Powerful Lightning Absorption Potion,10.0,24,2023-05-21T10:02:08.542472,,
coatinglostt4,Powerful Lost Coating,4.7,7,2023-05-21T10:01:14.051751,1.13,99.0
potionfamilywardlostt4,Powerful Lost Ward Potion,22.77,80,2023-05-21T10:02:41.067112,5.1,95.0
potionmanat4,Powerful Mana Potion,0.09,6,2023-05-21T09:59:38.982775,,
potionboostnatureabst4,Powerful Nature Absorption Potion,8.99,15,2023-05-21T10:01:56.496565,3.0,92.0
oakfleshbalmt5,Powerful Oakflesh Balm,88.84,50,2023-05-21T10:03:29.481766,35.0,40.0
proficiencyboostert5,Powerful Proficiency Booster,110.56,10,2023-04-03T18:18:49.144129,,
potionregent3,Powerful Regeneration Potion,3.75,8,2023-05-21T10:00:58.820639,0.15,89.0
potionboostvoidabst4,Powerful Void Absorption Potion,17.85,5,2023-05-21T10:02:27.973879,,
precisionarmoringtoolst1,Precision Armoring Tools,16999.0,1,2023-05-21T09:43:58.43704,0.08,9.0
precisionengineeringtoolst1,Precision Engineering Tools,1799.99,1,2023-05-21T09:43:46.930129,510.99,7.0
armadillomeatt5,Prime Armadillo Meat,71.99,2,2023-05-21T09:48:06.111039,45.32,60.0
primeredmeatt1,Prime Red Meat,0.28,36,2023-05-21T09:46:20.098831,0.14,228.0
scorpionmeatt5,Prime Scorpion Meat,1.0,82,2023-05-21T09:46:58.231286,,
ambert4,Pristine Amber,23.0,2,2023-05-21T09:42:23.354518,24.1,66.0
amethystt4,Pristine Amethyst,60.0,5,2023-05-21T09:42:46.862414,22.63,73.0
clawt3,Pristine Animal Claw,25.0,1,2023-05-21T09:56:46.82332,,
fangt3,Pristine Animal Fang,0.38,347,2023-05-21T09:54:38.187528,,
aquamarinet4,Pristine Aquamarine,20.28,4,2023-05-21T09:42:20.723322,20.28,4.0
pristinebearclawt1,Pristine Bear Claw,244.0,3,2023-05-21T09:43:19.101207,141.0,1.0
pristinebearpeltt1,Pristine Bear Pelt,50.0,1,2023-05-21T09:42:44.007844,30.0,444.0
carneliant4,Pristine Carnelian,15.98,5,2023-05-21T09:42:15.423378,12.12,161.0
diamondt4,Pristine Diamond,14.0,12,2023-05-21T09:42:11.581824,10.0,16.0
emeraldt4,Pristine Emerald,14.0,1,2023-05-21T09:42:11.581824,11.52,9.0
hornt3,Pristine Horn,750.0,1,2023-05-21T09:58:11.787309,33.01,72.0
jaspert4,Pristine Jasper,16.0,12,2023-05-21T09:42:15.682393,11.08,156.0
malachitet4,Pristine Malachite,28.0,1,2023-05-21T09:42:26.148261,15.07,150.0
moonstonet4,Pristine Moonstone,18.0,3,2023-05-21T09:42:17.267408,15.22,69.0
onyxt4,Pristine Onyx,32.49,1,2023-05-21T09:42:30.468353,30.01,76.0
opalt4,Pristine Opal,29.99,1,2023-05-21T09:42:29.208123,35.02,10.0
pearlt4,Pristine Pearl,75.0,2,2023-05-21T09:42:53.951765,55.3,12.0
rubyt4,Pristine Ruby,55.89,1,2023-05-21T09:42:44.904934,46.0,20.0
sapphiret4,Pristine Sapphire,19.99,1,2023-05-21T09:42:19.809156,12.14,371.0
topazt4,Pristine Topaz,45.0,1,2023-05-21T09:42:40.659463,14.26,2.0
whetstonet3,Pristine Whetstone,0.09,45,2023-05-21T09:54:23.481328,,
pristinewolfclawt1,Pristine Wolf Claw,40.7,10,2023-05-21T09:42:38.049748,0.75,48.0
house_housingitem_decor_wreath_a,Protective Straw Wreath,5.0,7,2023-05-13T16:55:35.587464,,
pureresint1,Pure Resin,729.0,2,2023-05-21T09:43:36.111608,400.09,10.0
solventt5,Pure Solvent,0.1,1767,2023-05-21T09:50:18.829392,0.03,5288.0
2hstafffire_purestintentionst3,Purest Intentions,49.0,1,2022-12-30T19:36:17.921887,,
pigmentpurple,Purple Pigment,18.1,5,2023-05-21T09:48:29.557837,3.0,94.0
putridbarkt1,Putrid Bark,29.99,5,2023-05-21T09:51:21.059769,1.03,23.0
lodestonedeatht1,Putrid Lodestone,1.3,9,2023-05-21T09:45:14.787976,0.9,350.0
dyeb169,Putrid Plum Dye,5.16,2,2023-05-21T10:01:26.975346,1.08,86.0
quartermastersnotest1,Quartermaster's Notes,149.99,1,2023-05-21T09:43:12.458772,92.89,6.0
quillbarkt1,Quillbark,3.0,77,2023-05-21T09:41:15.678297,1.21,135.0
rabbitsfoott1,Rabbit's Foot,90.0,3,2023-05-21T09:42:59.413052,2.15,50.0
fooddexcont5,Rabbit Stew,40.0,100,2023-05-21T10:03:02.45667,15.02,100.0
ragehidet1,Ragehide,0.83,124,2023-05-21T09:40:11.85074,0.67,281.0
pattern_lostraider_heavy_boots,Raider Boots,100.0,1,2023-05-21T09:52:15.673801,350.0,3.0
pattern_lostraider_heavy_chest,Raider Breastplate,1999.0,1,2023-05-21T09:53:45.544716,499.0,2.0
pattern_lostraider_light_boots,Raider Cloth Boots,2997.0,1,2023-05-12T16:43:42.989694,,
pattern_lostraider_light_chest,Raider Cloth Coat,4898.99,1,2023-05-21T09:53:59.445936,825.0,1.0
pattern_lostraider_light_gloves,Raider Cloth Gloves,3500.0,1,2023-05-07T13:23:20.656983,,
pattern_lostraider_light_head,Raider Cloth Hat,3998.0,1,2023-05-21T09:53:56.788596,399.0,3.0
pattern_lostraider_light_legs,Raider Cloth Pants,3999.0,1,2023-05-21T09:53:56.788596,999.0,3.0
pattern_lostraider_heavy_legs,Raider Cuisses,1799.0,4,2023-05-21T09:53:42.811849,399.0,3.0
pattern_lostraider_heavy_gloves,Raider Gauntlets,947.99,1,2023-05-21T09:53:30.670331,,
pattern_lostraider_heavy_head,Raider Helm,1990.0,1,2023-05-21T09:53:44.917543,350.0,3.0
pattern_lostraider_medium_boots,Raider Leather Boots,2280.0,1,2023-05-15T17:50:10.139589,,
pattern_lostraider_medium_chest,Raider Leather Coat,3489.99,1,2023-05-21T09:53:54.955846,350.0,3.0
pattern_lostraider_medium_gloves,Raider Leather Gloves,2888.0,1,2023-05-21T09:53:53.120039,399.0,3.0
pattern_lostraider_medium_head,Raider Leather Hat,2700.51,1,2023-05-21T09:53:51.538853,399.0,3.0
pattern_lostraider_medium_legs,Raider Leather Pants,3500.0,1,2023-05-21T09:53:55.206808,350.0,3.0
grow_azothflute_part1_page1,Rainsong Azoth Flute Sheet Music Page 1/1,0.69,1,2023-04-03T18:15:12.789296,,
foodcondext3,Ravioli with Brown Butter and Sage,19.0,3,2023-05-21T10:02:32.307324,,
rawhidet1,Rawhide,0.28,60,2023-05-21T09:39:28.434603,0.29,5946.0
dyeb135,Raw Sienna Dye,5.56,2,2023-05-21T10:01:30.616433,1.05,96.0
fishingmoragt5,Ray-Finned Barb,90.0,1,2023-05-21T09:48:07.893315,22.0,38.0
reaperresint1,Reaper Resin,1.2,1,2023-05-21T09:54:53.850937,0.08,193.0
recipe_foodintt5b,Recipe: Ancho Masala Scorpion,300.0,4,2023-05-21T10:03:54.329552,55.0,5.0
recipe_foodfoct5b,Recipe: Armadillo Jocon,400.0,1,2023-05-21T10:03:57.420244,,
recipe_foodstrdext5,Recipe: Bacon-Wrapped Scallops,15.0,1,2023-05-21T10:02:23.743309,,
recipe_foodfoct3,Recipe: Baked Fish Filet,18.0,1,2023-05-21T10:02:30.508988,,
recipe_foodstrcont4,Recipe: Bear Flank Pinwheels,40.0,1,2023-05-21T10:03:03.656847,,
recipe_foodstrt5b,Recipe: Beef Braciole,1887.0,1,2023-05-21T10:04:06.854479,111.0,7.0
recipe_foodarcanistt4,Recipe: Berry Brew,650.0,2,2023-05-21T10:04:00.82773,,
recipe_foodfocdext4,Recipe: Berry Glazed Roasted Ham,90.0,2,2023-05-21T10:03:30.361311,,
recipe_foodcondext5,Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley,5.0,1,2023-05-21T10:01:25.230229,,
recipe_foodcondext4,Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables,80.0,1,2023-05-12T16:54:54.008061,,
recipe_foodstrfoct3,Recipe: Blueberry Pie,10.0,2,2023-05-21T10:02:07.018672,,
recipe_foodminert3,Recipe: Boiled Potatoes,399.9,1,2023-05-21T10:03:57.169307,,
recipe_foodintdext4,Recipe: Braised Wolf Loin,99.0,1,2023-05-19T00:41:32.694062,,
recipe_foodharvestert4,Recipe: Breakfast Bread,44.9,2,2023-05-21T10:03:05.237249,,
recipe_foodfocstrt5,Recipe: Butter Poached Oysters on Angel Hair,5.0,1,2023-05-21T10:01:25.87739,,
recipe_foodlumberjackt4,Recipe: Cabbage-Wrapped Roasted Fish,65.0,1,2023-05-12T16:54:43.180023,,
recipe_foodintt4,Recipe: Calamari and Tomato Stew,300.0,1,2023-05-21T10:03:53.728534,,
recipe_fooddexfoct5,Recipe: Carbonara,9.0,1,2023-05-21T10:01:57.587623,,
recipe_foodstrcont5,Recipe: Carrot Cake,20.0,1,2023-05-21T10:02:35.629778,,
recipe_foodhuntert3,Recipe: Carrot Soup,250.0,3,2023-05-21T10:03:51.310316,,
recipe_foodfocstrt4,Recipe: Caviar Crostini,350.0,1,2023-05-21T10:03:55.294792,,
recipe_fooddexfoct3,Recipe: Cheesecake,15.0,1,2023-05-21T10:02:21.306335,,
recipe_fooddext5b,Recipe: Chili con Armadillo,811.0,2,2023-05-21T10:04:02.578357,111.0,7.0
recipe_fooddexstrt3,Recipe: Citrus Tart,19.0,1,2023-05-21T10:02:32.544279,,
recipe_foodstrt4,Recipe: Clam Chowder,1400.0,1,2023-05-21T10:04:06.602476,,
recipe_foodconstrt3,Recipe: Coconut Crusted Fish Filet,75.0,1,2023-05-21T10:03:25.000269,,
recipe_fooddexintt3,Recipe: Coconut Custard,15.0,1,2023-05-21T10:02:21.306335,,
recipe_foodfocintt4,Recipe: Cordon Bleu,19.0,3,2023-05-21T10:02:32.544279,,
recipe_foodintstrt3,Recipe: Corned Beef and Cabbage,13.0,1,2023-05-21T10:02:16.293788,,
recipe_foodengineert4,Recipe: Creamed Corn,100.0,1,2023-05-12T16:55:02.416687,,
recipe_foodfocdext3,Recipe: Deep Fried Poultry,85.0,1,2023-05-21T10:03:28.835592,,
recipe_fooddott3,Recipe: Desert Sunrise,90.0,1,2023-05-21T10:03:30.98687,1000.0,1.0
recipe_fooddexstrt5,Recipe: Fall Harvest Turkey,9.5,1,2023-05-21T10:02:00.076336,,
recipe_foodintdext5,Recipe: Filet in Mushroom Sauce,7.0,1,2023-05-21T10:01:44.555667,,
recipe_fooddexcont4,Recipe: Filet with Mint and Cracked Barley,210.0,1,2023-05-21T10:03:49.596173,,
recipe_foodstrfoct4,Recipe: Fish and Chips,30.0,1,2023-05-21T10:02:53.527848,,
recipe_foodintfoct3,Recipe: Fish Cakes,15.0,1,2023-05-21T10:02:22.8552,,
recipe_fooddexstrt4,Recipe: French Toast,10.0,1,2023-05-21T10:02:06.772712,,
recipe_fooddext5,Recipe: Fried Albenaja,55.0,8,2023-05-21T10:03:13.128917,,
recipe_foodstrdext3,Recipe: Fried Calamari,50.0,1,2023-05-21T10:03:10.702334,,
recipe_foodfocintt3,Recipe: Fruit Salad with Toasted Coconut,89.99,1,2023-05-21T10:03:30.361311,,
recipe_foodcont3,Recipe: Game Meat with Citrus Glaze,45.0,1,2023-05-21T10:03:05.475696,,
recipe_foodintcont5,Recipe: Glazed Bear with Sauteed Vegetables,9.87,1,2023-05-21T10:02:01.919688,,
recipe_foodjewelcraftert5,Recipe: Glazed Melon Bread,98.0,1,2023-05-21T10:03:33.765489,,
recipe_foodcont5b,Recipe: Gremolata Tenderloin,650.0,1,2023-05-21T10:04:00.82773,55.0,11.0
recipe_foodfocstrt3,Recipe: Grilled Pork with Spiced Squash,129.0,2,2023-05-12T16:55:07.703083,,
recipe_foodconfoct3,Recipe: Grilled Poultry with Saffron Rice,49.0,1,2023-05-12T16:54:28.554653,,
recipe_foodconstrt4,Recipe: Grilled Wolf Loin with Seasoned Squash,190.0,1,2023-05-21T10:03:47.268583,,
recipe_foodharvestert3,Recipe: Herb-Crusted Corn on the Cob,49.97,1,2023-05-21T10:03:09.560761,,
recipe_foodengineert5,Recipe: Herb-Crusted Vegetables,8.0,1,2023-05-21T10:01:50.458123,,
recipe_foodlumberjackt3,Recipe: Herb-Roasted Cabbage,176.99,1,2023-05-21T10:03:46.101506,,
recipe_fooddext3,Recipe: Honeyed Melon,24.4,2,2023-05-21T10:02:43.900197,,
recipe_foodstrfoct5,Recipe: Honey Roasted Ham,80.0,1,2023-05-21T10:03:27.628367,,
recipe_foodintcont3,Recipe: Meatloaf,50.0,1,2023-05-21T10:03:12.261903,,
recipe_foodfoccont3,Recipe: Onion Smothered Pork,15.0,1,2023-05-21T10:02:22.199044,,
recipe_foodfoccont4,Recipe: Orange Thyme Turkey Breast,10.0,1,2023-05-21T10:02:06.772712,,
recipe_fooddexfoct4,Recipe: Paella,195.0,1,2023-05-21T10:03:48.398472,,
recipe_foodstrintt4,Recipe: Pesto-stuffed Turkey Breast,40.0,1,2023-05-21T10:03:02.682601,,
recipe_fooddexintt5,Recipe: Poacher's Pie,7.0,1,2023-05-21T10:01:44.306177,,
recipe_foodconintt5,Recipe: Pork Belly Fried Rice,14.0,1,2023-05-21T10:02:18.753707,,
recipe_foodconintt3,Recipe: Pork Chops with Pan Gravy,20.0,1,2023-05-21T10:02:38.435989,,
recipe_foodminert4,Recipe: Poultry with Roasted Potatoes,350.0,1,2023-05-21T10:03:55.294792,,
recipe_fooddexcont5,Recipe: Rabbit Stew,11.82,1,2023-05-21T10:02:12.106262,,
recipe_foodcondext3,Recipe: Ravioli with Brown Butter and Sage,9.0,1,2023-05-21T10:01:57.587623,,
recipe_fooddexcont3,Recipe: Roasted Game Bird with Berry Glaze,30.0,1,2023-05-19T00:40:51.177806,,
recipe_foodstrt5,Recipe: Roasted Gnufish,650.0,1,2023-05-21T10:04:00.82773,,
recipe_foodcont5,Recipe: Roasted Rabbit with Seasoned Vegetables,65.0,1,2023-05-12T16:54:43.618815,,
recipe_foodfocdext5,Recipe: Roasted Turkey Thigh,13.0,1,2023-05-21T10:02:16.293788,,
recipe_foodweaponsmitht4,Recipe: Roasted Vegetable Medley,130.0,2,2023-05-21T10:03:43.312584,,
recipe_fooddexintt4,Recipe: Roasted Wolf Loin,89.0,1,2023-05-21T10:03:30.113373,,
recipe_foodintfoct4,Recipe: Salted Ham with Apple Butter,23.0,1,2023-05-21T10:02:41.067112,,
recipe_foodlumberjackt5,Recipe: Salted Poultry with Cabbage,7.0,1,2023-05-21T10:01:44.555667,,
recipe_foodminert5,Recipe: Salted Roasted Vegetables,9.0,1,2023-05-21T10:01:58.240767,,
recipe_foodhuntert5,Recipe: Savory Fish Cake,29.99,1,2023-05-21T10:02:52.530967,,
recipe_foodweaponsmitht5,Recipe: Savory Vegetable Medley,10.0,1,2023-05-21T10:02:07.656826,,
recipe_fooddext4,Recipe: Seafood Bisque,170.0,1,2023-05-21T10:03:45.821997,,
recipe_foodfoccont5,Recipe: Slow Roasted Bear Flank with Root Vegetables,19.94,1,2023-05-21T10:02:33.453492,,
recipe_foodconfoct5,Recipe: Smoked Rib Cap with Cabbage and Barley Soup,9.0,1,2023-05-21T10:01:57.788453,,
recipe_foodstrintt5,Recipe: Spaghetti Bolognese,5.0,1,2023-05-21T10:01:26.12537,,
recipe_foodarmorert5,Recipe: Spicy Cabbage Soup,12.95,1,2023-05-21T10:02:16.05134,,
recipe_foodharvestert5,Recipe: Spicy Steak Pie,7.0,1,2023-05-21T10:01:44.555667,,
recipe_foodintstrt5,Recipe: Squid Ink Pasta with Clams,9.7,1,2023-05-21T10:02:01.052565,,
recipe_foodstrcont3,Recipe: Steak with Mushroom Gravy,90.0,1,2023-05-21T10:03:30.98687,,
recipe_foodintt5,Recipe: Steamed Abaia Serpe,16.5,1,2023-05-21T10:02:26.172585,,
recipe_foodarmorert4,Recipe: Strong Honey Brew,1990.0,1,2023-05-21T10:04:06.854479,,
recipe_foodcont4,Recipe: Stuffed Calamari,90.0,1,2023-05-21T10:03:30.561614,,
recipe_foodintt3,Recipe: Stuffed Pork Chop,88.0,1,2023-05-21T10:03:29.481766,,
recipe_foodstrintt3,Recipe: Stuffed Squash,100.0,1,2023-05-21T10:03:35.78601,,
recipe_foodintfoct5,Recipe: Stuffed Venison Tenderloin,7.85,1,2023-05-21T10:01:48.139139,,
recipe_foodstrt3,Recipe: Supreme Omelet,90.0,1,2023-05-21T10:03:31.216794,,
recipe_foodjewelcraftert4,Recipe: Sweet Fruit Trifle,349.0,1,2023-05-21T10:03:54.880578,,
recipe_foodarcanistt5,Recipe: Sweet Wild Berry Infusion,7.0,1,2023-05-21T10:01:44.555667,,
recipe_foodconintt4,Recipe: Turkey and Stuffing with Mushroom Gravy,23.99,1,2023-05-21T10:02:42.218251,,
recipe_foodintcont4,Recipe: Turkey Breast with Cranberry Glaze,299.97,1,2023-05-21T10:03:53.513631,,
recipe_foodfoct4,Recipe: Turkey Pot Pie,150.0,1,2023-05-12T16:55:11.860982,,
recipe_foodconstrt5,Recipe: Turkey Thigh with Pan Gravy and Spiced Wild Berries,7.0,1,2023-05-21T10:01:44.741483,,
recipe_foodhuntert4,Recipe: Vegetable Boil,400.0,2,2023-05-21T10:03:57.420244,,
recipe_foodstrdext4,Recipe: Venison Roast,80.0,1,2023-05-21T10:03:27.628367,,
recipe_foodintdext3,Recipe: Venison Stroganoff,30.0,1,2023-05-21T10:02:53.176117,,
recipe_foodfocintt5,Recipe: Venison Tenderloin with Blueberry Glaze,6.0,1,2023-05-21T10:01:36.663073,,
recipe_foodintstrt4,Recipe: Venison Tenderloin with Herb Butter,170.0,1,2023-05-21T10:03:45.821997,,
recipe_foodconfoct4,Recipe: Wolf Loin Meat Pies,378.99,1,2023-05-21T10:03:56.290185,,
house_housingitem_rug_settler_decor_floor_rug04,Rectangle Cherry Rug,35.0,1,2023-05-13T16:55:55.751537,,
house_housingitem_dynasty_decor_claybarrel02_b,Red Clay Amphora,190.0,1,2023-05-13T16:57:15.730185,,
house_housingitem_dynasty_decor_claybarrel01_b,Red Clay Pot,300.0,1,2023-05-13T16:57:48.395533,100.0,3.0
house_housingitem_dynasty_decor_wall_birdcage01,Red-lacquered Songbird Cage,1999.0,1,2023-05-13T16:59:27.346509,150.0,1.0
redmeatt1,Red Meat,0.09,49,2023-05-21T09:46:16.888488,0.06,4737.0
pigmentred,Red Pigment,1.35,6,2023-05-21T09:48:24.831134,2.5,77.0
reedt1,Reeds,0.04,267,2023-05-21T09:44:51.18138,0.01,390.0
house_housingitem_lighting_pirate_lightwall02,Reflector Lamp,60.0,1,2023-05-13T16:56:13.270781,,
blunderbusscharmt6,Reinforced Orichalcum Blunderbuss Charm,5.9,1,2023-05-21T09:55:35.424273,,
bowcharmt6,Reinforced Orichalcum Bow Charm,30.0,1,2023-05-21T09:56:51.469609,,
firestaffcharmt6,Reinforced Orichalcum Fire Staff Charm,57.0,2,2023-05-21T09:57:12.664608,,
2haxecharmt6,Reinforced Orichalcum Great Axe Charm,4800.0,1,2023-05-21T09:58:18.788573,4800.01,3.0
greatswordcharmt6,Reinforced Orichalcum Greatsword Charm,18.0,1,2023-05-21T09:56:29.42807,0.1,100.0
hatchetcharmt6,Reinforced Orichalcum Hatchet Charm,7.48,1,2023-05-21T09:55:42.512556,0.1,90.0
icegauntletcharmt6,Reinforced Orichalcum Ice Gauntlet Charm,50.0,1,2023-05-21T09:57:08.363992,,
lifestaffcharmt6,Reinforced Orichalcum Life Staff Charm,650.0,1,2023-05-21T09:58:10.93171,50.0,13.0
musketcharmt6,Reinforced Orichalcum Musket Charm,2.0,1,2023-05-21T09:55:02.587566,0.09,436.0
rapiercharmt6,Reinforced Orichalcum Rapier Charm,77.0,2,2023-05-21T09:57:25.410025,0.28,163.0
spearcharmt6,Reinforced Orichalcum Spear Charm,5.13,1,2023-05-21T09:55:31.356449,4.51,103.0
voidgauntletcharmt6,Reinforced Orichalcum Void Gauntlet Charm,24.0,2,2023-05-21T09:56:43.887691,0.15,35.0
2hhammercharmt6,Reinforced Orichalcum War Hammer Charm,228.8,1,2023-05-21T09:58:00.534931,,
blunderbusscharmt5,Reinforced Starmetal Blunderbuss Charm,4.99,1,2023-05-21T09:55:27.757613,2.4,454.0
bowcharmt5,Reinforced Starmetal Bow Charm,4.3,2,2023-05-21T09:55:22.679392,4.0,24.0
firestaffcharmt5,Reinforced Starmetal Fire Staff Charm,4.96,42,2023-05-21T09:55:27.117963,0.25,230.0
2haxecharmt5,Reinforced Starmetal Great Axe Charm,37.0,19,2023-05-21T09:56:56.349419,22.1,5.0
greatswordcharmt5,Reinforced Starmetal Greatsword Charm,6.98,3,2023-05-21T09:55:40.69481,0.1,424.0
hatchetcharmt5,Reinforced Starmetal Hatchet Charm,5.5,24,2023-05-21T09:55:33.304415,0.25,192.0
icegauntletcharmt5,Reinforced Starmetal Ice Gauntlet Charm,6.0,15,2023-05-21T09:55:37.232088,0.32,307.0
lifestaffcharmt5,Reinforced Starmetal Life Staff Charm,15.0,9,2023-05-21T09:56:12.096977,,
musketcharmt5,Reinforced Starmetal Musket Charm,3.99,1,2023-05-21T09:55:19.362953,,
rapiercharmt5,Reinforced Starmetal Rapier Charm,9.95,3,2023-05-21T09:55:52.720712,3.03,108.0
spearcharmt5,Reinforced Starmetal Spear Charm,55.88,1,2023-05-21T09:57:12.664608,41.0,100.0
voidgauntletcharmt5,Reinforced Starmetal Void Gauntlet Charm,2.87,1,2023-05-21T09:55:10.142715,0.5,25.0
2hhammercharmt5,Reinforced Starmetal War Hammer Charm,5.18,18,2023-05-21T09:55:31.356449,0.2,123.0
blunderbusscharmt4,Reinforced Steel Blunderbuss Charm,800.0,1,2023-05-21T09:58:12.021257,55.0,33.0
