name,id
Centurion Dining Chair,25884
White Oak Wood Armoire,25893
Empyrean Forge Materia,37942
Silver Tongue's Rapier,8536
Cypress Large Bookcase,25896
Steel Greatsword Charm,29167
Brilliant Lapis Lazuli,3910
Keepsake Of The Divines,8947
Smoldering Dryad Killer,11372
Ectoplasmic Spider Fang,3683
Mahogany Large Bookcase,2680
Unlocked Guardian Heart,3332
Infused Weapon Fragment,15000
White Oak Wood Armchair,25881
"""Spring River"" Painting",683
Snowcapped Dining Table,2679
Primeval Diamond Amulet,12480
Neishatun's Breastplate,8950
Valuable Jewelry Scraps,15003
Olive Wooden Wall Shelf,25971
Rapier of Arcane Tricks,8526
Stormbinder's Great Axe,11682
Spear of the First Snow,8606
Brightwood Battle Plans,3375
Infused Arcane Fragment,15015
Orichalcum Miners Charm,52
Orichalcum Musket Charm,150
Spear of the Cruel Mage,8605
Vial of Powerful Energy,3651
Orichalcum Rapier Charm,1290
Small Aeternum Sturgeon,15260
Ancient Azoth Reservoir,3393
Cut Flawed Lapis Lazuli,3912
Orichalcum Shield Charm,624
Large Aeternum Sturgeon,15262
Steel Structural Braces,3753
Energizing Light Ration,560
Greater Rune of Holding,1251
Pattern: Soaked Hatchet,3962
Composer's Drum Trinket,29213
Strong Endurance Potion,2817
Brightwood War Supplies,3399
Taxidermied Egede Serpe,2663
Graceful Rosewood Table,2336
Starmetal Hatchet Charm,468
Graceful Rosewood Chair,2255
Powerful Healing Elixir,2805
Musician's Drum Trinket,29212
Schematic: Jade Dresser,2154
Varangian Dueling Sword,12803
Standard Practice Dummy,3761
Vladislav's Signet Ring,11802
Schematic: Watchful Eye,1559
Ancient Wooden Talisman,1301
Windsward Tactical Maps,2504
Schematic: Weeping Rage,1552
Advanced Practice Dummy,3762
Obelisk Guard Great Axe,12564
Gothic Velvet Footstool,1794
Varangian Void Gauntlet,12805
Starmetal Miner's Charm,290
Shaman Initiate's Staff,13609
Tempered Emerald Amulet,12482
Severed Spriggan’s Claw,19288
"""The Amaranta"" Painting",1982
Temple Overseer's Pants,31771
Carved Statue of Caesar,25941
Walnut Chest of Drawers,25910
Monument Sentry's Pants,33605
Covenant Initiate Spear,13394
Temple Standing Lantern,85
Staff of the Lost Ember,8319
Marauder Ravager Musket,11643
Savory Vegetable Medley,1047
Marauder Soldier Rapier,13389
Starmetal Soldier Boots,10366
Syndicate Adept Hatchet,13378
Ritual Keeper's Greaves,34659
Impossibly Sturdy Vines,3446
Heart's Tendril Trinket,9033
Hardened Ironwood Plank,2517
Pattern: Ta-Seti's Coat,4033
Marauder Soldier Musket,13371
Boneshatter's Third Arm,9568
Soulwalker's Limbcarver,13074
Ancient Metallic Thread,1476
Starmetal Heavy Greaves,10364
Teak Apothecary Cabinet,371
Cavern Lurker's Defense,11810
Abyssal Amethyst Amulet,12486
Obelisk Guard Longsword,12558
White Oak Family Shrine,25905
Pattern: Frigid Bulwark,1518
Steel Blunderbuss Charm,3599
Charm of the Conch Song,10344
Hoop of the Two Knights,10342
Covenant Templar Rapier,12319
Tip of the Morning Star,10325
Premium Precision Tools,3767
Spear of the Lost Queen,11467
Powerful Quartz Crystal,3654
Curious Bewitched Staff,8335
Pattern: Icicle (GS600),37750
Strong Lost Ward Potion,170
Chunk of Wyrdwood Resin,3947
Shard of Wyrdwood Resin,3946
Goldenrod Place Setting,666
Schematic: Eternal Dusk,1602
Strange Weapon Crucible,3467
Rosewood Pedestal Shelf,2273
Perfect Corrupted Sigil,448
Goldenrod Geometric Rug,25
Hardy Fisherman's Boots,11846
Flawed Freshwater Pearl,3468
Centurion Place Setting,25935
Spectral Malachite Ring,12498
Syndicate Scrivener Bow,12303
Seafoam Ragged Curtains,2001
Vial of Foul Life Magic,37926
Clump of Writhing Briar,485
Humming Crystal Javelin,8583
Seafoam Velvet Armchair,319
Ebony Carved Canopy Bed,2218
Pattern: Dryad's Rapier,3978
Warm Iron Lantern - Dim,274
Forgemaster's Great Axe,24399
Garlic Rosemary Poultry,1361
Blackguard's Life Staff,8918
Blackguard's Fire Staff,8919
Vial of Corrupted Ichor,1281
Cut Brilliant Moonstone,133
Schematic: Cherry Drape,935
Ring of the Bloody Dawn,10062
Rime Covered Life Staff,8363
Recipe: Coconut Custard,1702
Vial of Ancient Mutagen,2309
Soul Crystal Life Staff,8366
Soulwarden's Life Staff,8367
Vial of Ancient Essence,375
Staff of Silent Mending,8375
Cool Iron Lantern - Dim,768
Hardy Fisherman's Smock,11843
Cut Brilliant Malachite,1050
Staff of the Reawakener,8383
Insulated Topaz Earring,12515
Pattern: Dryad's Musket,3977
Seaweed - Small Memento,19333
Drowned Mariners Chanty,10035
Bulwark of the Ancients,24387
Custom Blunderbuss Lock,2756
Turquoise Place Setting,2352
Turquoise Geometric Rug,1164
Yellow Brass Lounge Bed,25872
Whitegold Geometric Rug,323
Shard of Ironwood Resin,91
Cutout Standing Lantern,176
Corned Beef and Cabbage,790
Fragrant Incense Censer,2376
Cut Brilliant Carnelian,1220
Covenant Templar Musket,12301
Marauder Ravager Rapier,11661
Short Barrel Countertop,1309
Fort Infiltration Plans,2410
Stygian Channel Segment,2432
Cut Pristine Aquamarine,54
Conqueror's Breastplate,8924
Tarnished Silver Teacup,2263
Mahogany Small Bookcase,2293
Reekwater Tactical Maps,3039
Short Green Ivy Trellis,614
Reekwater Secret Orders,3029
Bloody Velvet Footstool,1769
Bow of Arcane Sacrifice,8129
Reinforced Onyx Earring,12508
Upper Harrow Portal Orb,2435
Amrine Tracker Leggings,12601
Bolt of Corrupted Cloth,746
Jagged Amethyst Cleaver,14265
Ferocity of the Impaler,8144
Sateen Duelist Trousers,12402
Vial of Suspended Azoth,1429
Plunderer Leather Boots,11145
Runeglass Case of Sight,29396
Burnt Copper Lounge Bed,25873
Steel Harvesting Sickle,12449
Draught of Ironwood Sap,1195
Plunderer Leather Pants,11144
A recipe for plant food,3022
Covenant Barbarian Seal,2229
Thrifter's Lost Diamond,8793
Protective Straw Wreath,482
Bloody Valentine's Ring,8796
Blighted Growth's Pants,4395
Phoenix Feather Recurve,14247
Saint's Pilgramage Hoop,8797
Simon's Hacksilver Ring,11817
Heart of the Greenwoods,8153
Traveller's Solace Band,8798
Influential Curule Seat,25890
Nimble Burglar's Gloves,25087
Corrupted Strap Leather,3105
Faction Blood Medallion,3120
Swashbuckler's Trueshot,8175
Whitegold Place Setting,2722
Blessing of Forefathers,9021
Warmonger Greaves (War),10697
Schematic: Shatterslash,1546
Linen Arcane Embroidery,460
Brackwater Burial Token,3151
Riveted Orichalcum Mail,1344
Dryad's Weedcutting Axe,11247
Alakazham's Incantation,8186
Marauder Barbarian Seal,1927
Brightrest Burial Token,3158
Large Rosewood Bookcase,2256
Corrupted Shield Lining,2971
Grand Executioner's Aid,11708
Guardian Armor Filament,2457
Recipe: Roasted Gnufish,957
The Impaler's Judgement,11728
Mad Alchemist Scribbles,3175
Marauder Occultist Seal,1818
Coiled Sentinel Earring,8816
Azoth Hatchet Materials,3178
Token of The Marked Man,8817
Guardian Cloth Fragment,3185
Axe of the Vast Caverns,14204
Ancient Silver Talisman,3667
Lieutenant's Chestplate,24396
Light Pewter Lounge Bed,25875
Draught of Wolf Essence,230
Staff of the Court Mage,14307
Tall Red Porcelain Vase,1387
Ancient Device Fragment,28314
Forest Ranger's Respite,11270
Schematic: Teak Dresser,841
Leilani's Special Order,2459
Schematic: Picnic Table,173
Musket of the Elder God,8036
Drop of Ancient Essence,29
Infernal Corrupted Wood,2952
Medium Speartooth Shark,94
Potent Corruption Ichor,3222
Destruction Glyph Stone,28947
Jade Apothecary Cabinet,2107
Obelisk Outrider Gloves,12610
Recipe: Caviar Crostini,1342
Starmetal Plate Greaves,10522
Original Guardian's Eye,3236
Windsward Secret Orders,2464
Waterlogged Kite Shield,12785
Corruption's Resurgance,9024
Hollowing Fort Heartgem,2924
Studded Leather Bonnett,14127
Brilliant Pearl Earring,10511
Steel Soldier Vambraces,12380
Cut Brilliant Turquoise,3926
Schematic: Troublemaker,3237
Toughened Leather Boots,14120
Covenant Occultist Seal,2302
Obelisk Pathfinder Coat,12598
Infused Blight Tincture,640
Toughened Leather Hands,14118
Toughened Leather Chest,14117
Hearty Worker's Rations,3710
Snapper - Small Memento,19336
Brightwood Sharpshooter,11697
Ancient Inscribed Totem,3641
Schematic: Oak Full Bed,1745
Orichalcum Battle Medal,3607
Dark Wicker-Wrapped Jug,189
Corrupted Tendril Stalk,2712
Spear of the Great Hunt,9838
Infused Ancient Coating,1103
Lock of Isabella's Hair,3674
Ancient Encrusted Totem,3642
Sunfish - Small Memento,19343
Steel Heavy Breastplate,12379
Captain Patricia's Keys,2473
Foresight of the Elders,11315
Recipe: Breakfast Bread,1920
Acedia Bastion Heartgem,2911
Recipe: Armadillo Jocon,29032
Tadpole - Small Memento,19345
Amrine Temple Longsword,12557
Recipe: Spicy Steak Pie,72
Adventurer's Life Staff,14461
Adventurer's War Hammer,14464
Rifle of Sinister Deeds,9258
Notes on Aeternum Fauna,1430
Breakaway Fort Heartgem,2896
Standard Arcane Reactor,3737
Pattern: Sage Husk Robe,4013
Advanced Arcane Reactor,3738
Empowered Sapphire Ring,12492
Vial of Corrupted Blood,3280
Walnut Wood Small Table,26015
Worn Traveler's Satchel,14467
Recipe: Boiled Potatoes,1943
Chunk of Ironwood Resin,3935
Amulet of Season's Yang,12350
Alchemist's Pot Stirrer,8559
Filet in Mushroom Sauce,331
Staff of Unholy Rebirth,9739
Herb-Crusted Vegetables,597
First Spring Token Band,8859
Infused Leather Scourge,3631
Timeless Leggings Shard,568
Orichalcum Knuckleguard,2477
Watcher's Warding Charm,14473
Adventurer's Fire Staff,14474
Decorative Glass Bottle,1245
The Manticore's Stinger,28289
Starmetal Void Gauntlet,10468
Imbued Flawed Opal Ring,13850
Flawed Carnelian Amulet,13845
Amulet of Seven Seasons,8863
Amrine Temple Great Axe,12563
Flint Harvesting Sickle,14482
Smoldering Weapon Shard,2174
Layered Leather Scourge,3630
Drop of Corrupted Ichor,1254
Mediterranean Woven Rug,25993
Hardworking Small Table,1207
Musician's Upright Bass,10450
Schematic: Maker's Mark,1450
Ectoplasmic Naga Scales,3678
Advanced Dispelling Kit,3730
Monarch's Bluffs Cipher,2860
Vial of Swirling Energy,3649
Orichalcum Chef's Charm,166
Standard Dispelling Kit,3729
Tempest's Whirling Fury,8613
Draught of Wyrdwood Sap,3949
Steel Plate Breastplate,12524
Schematic: Hidden Truths,1666
Sateen Arcane Embroidery,3609
Blighted Growth's Gloves,4396
Full Azoth Energy Source,3478
"Anakor, Gaze of Serpents",7868
Ancient Protection Stone,3438
Brightwood Tactical Maps,3410
Etched Guardian Gemstone,3407
Brightwood Secret Orders,3386
Captain Cross's Manifest,3379
Shu-Song's Cooking Tools,3326
Immovable Counterbalance,3323
Axe of the Forgotten Son,7939
Dark Emerald Decapitator,7948
Monstrous Sprigganslayer,7968
Lightning Spirit Essence,3281
Pound of Corrupted Flesh,3255
Desecrated Azoth Crystal,3232
Noblewoman's Ogre Hunter,8039
Azoth Greataxe Materials,3147
Layered Guardian Leather,3054
Recurve of the Dark Gods,8166
Soaked Pullpatch Leather,3000
Perfected Wyrdwood Tears,2960
Iceproof Aquamarine Ring,12491
Malthazar's Lost Hatchet,8227
Common Corruption Elixir,2828
"Caputah, Gaze of Serpens",8266
Fiery Ghoul's Gravestaff,8273
Fire Crystal Spell Staff,8275
Strong Corruption Elixir,2819
Strong Freezing Tincture,2811
Infused Endurance Potion,2802
Whitegold Brocade Drapes,2763
Motherwell Wisher's Coin,8401
Judgement of Malevolence,8441
Maul of the Cursed Exile,8443
Blade of a Thousand Cuts,8490
Energized Ancient Rapier,8500
Motherwell Wisher's Wand,8520
Rustic Wooden Scrollcase,2630
Archaeologist's Defender,8562
Corrupted Captain's Pike,8575
Strong Human Ward Potion,37910
Scout Desdemona's Report,2518
Captain Patricia's Cloak,2512
Spear of Eternal Torment,8600
Spear of Shattered Souls,8603
Reinforced Leather Glove,2476
Abandoned Research Notes,2475
Wicked Spear of the West,8619
Weak Proficiency Booster,1045
Wall Woven Wicker Wreath,529
Vial of Withered Essence,1249
Unsettling Branch Wreath,1283
Turquoise Brocade Drapes,2348
Angry Earth Exterminator,8853
Timeless Legguards Shard,328
Timeless Great Axe Shard,705
Timeless Gauntlets Shard,743
Spear of the Outer Isles,8885
Tea and Snacks China Set,864
Tarragon Poultry Sliders,205
Blackguard's Kite Shield,8922
Blackguard's Blunderbuss,8923
Tangle of Writhing Briar,491
Doomwalker's Breastplate,8939
Tall Red Cypress Trellis,59
Syndicate Occultist Seal,1928
Syndicate Barbarian Seal,1829
Strong Corrupted Coating,885
Abyssal Amethyst Earring,12516
Strong Beast Ward Potion,1079
Strand of Writhing Briar,1135
Steel Lumberjack's Charm,1008
Steel Ice Gauntlet Charm,310
Staff of Eternal Torment,9525
Sight of the Angry Earth,9528
Hematite Mortality Chain,9545
Starmetal Skinners Charm,621
Musket of the Risen Dead,9644
Battle's Embrace Greaves,9732
Sliver of Wyrdwood Resin,519
Sliver of Ironwood Resin,245
Short Red Porcelain Vase,2092
Captain Patricia's Rifle,9875
Shard of Enchanted Earth,879
Staff of Silent Whispers,10049
Seafoam Velvet Footstool,2333
Starmetal Skinning Knife,10441
Starmetal Mining Pickaxe,10444
Brilliant Carnelian Ring,10498
Deepwatcher Ice Gauntlet,10577
Plunderer Leather Gloves,11143
Diamond's Edge Great Axe,11245
Schematic: Old Straw Cot,980
Schematic: Old Log Stool,437
Schematic: Oak Wine Cask,1986
Schematic: Oak End Table,1758
Schematic: Oak Bar Stool,88
Schematic: Maple Dresser,181
Schematic: Maple Cabinet,741
Schematic: Maple Armoire,1365
Blood Boiling Fire Staff,11359
Schematic: Mahogany Desk,1997
Staff of the Raging Core,11391
Staff of the Wood Warden,11392
Marooned Mariner's Spear,11461
Sentinel Captain's Spear,11464
Schematic: Empty Promise,1617
Alchemical Safety Gloves,11628
Genevieve's Wedding Ring,11631
Syndicate Chronicler Bow,11647
Marauder Ravager Hatchet,11649
Covenant Excubitor Spear,11666
Cutlass Keys Signet Ring,11721
Roasted Vegetable Medley,153
Hardy Fisherman's Gloves,11844
Runeglass of Frozen Onyx,29335
Staff of the Boiling Bog,12190
Covenant Templar Hatchet,12307
Marauder Gladiator Spear,12320
Scholar's Sterling Totem,12336
Recipe: Stuffed Calamari,1921
Recipe: Savory Fish Cake,1215
Apprentice's Azoth Flute,12454
Runeglass of Frozen Opal,29346
Burnished Moonstone Ring,12499
Primeval Diamond Earring,12510
Tempered Emerald Earring,12512
Amrine Temple War Hammer,12561
Obelisk Guard War Hammer,12562
Amrine Temple Fire Staff,12573
Obelisk Guard Fire Staff,12574
Amrine Temple Life Staff,12575
Obelisk Guard Life Staff,12576
Amrine Guard Breastplate,12587
Obelisk Infantry Greaves,12592
Obelisk Pathfinder Pants,12602
Obelisk Pathfinder Boots,12604
Runeglass of Frozen Ruby,29357
Memory of the First Ones,13014
Noble's Decorative Sword,13016
Axe of the First Culling,13024
Corrupted Brute's Waraxe,13029
Archmage's Hunting Rifle,13036
Recipe: Baked Fish Filet,1693
Precision Armoring Tools,1529
Powerful Blight Tincture,1015
Powerful Ancient Coating,1410
Galley Cook's Tenderizer,13116
Pattern: Blizzard's Fury,1431
Syndicate Adept Greataxe,13369
Covenant Initiate Musket,13373
Marauder Soldier Hatchet,13377
Covenant Initiate Rapier,13391
Patch of Corrupted Cloth,287
Battered Fisherman's Hat,13613
Ornament of the Faithful,13634
Iron Soldier Breastplate,13754
Orichalcum Hatchet Charm,1389
Flawed Carnelian Earring,13875
Narrow Rosewood Bookcase,2253
"""Mountain Dawn"" Painting",2322
Mossy Rock Storage Chest,409
Minor Lost Combat Trophy,222
Maritime Velvet Armchair,1055
Maritime Ragged Curtains,2291
Runeglass Case of Nature,29393
Crystalline Compound Bow,14239
Major Lost Combat Trophy,2265
Nightveil Cauldron Cache,29422
Light Wicker-Wrapped Jug,49
Staff of Ancient Wonders,14305
Pattern: Nightveil Sword,29432
"""Journey's End"" Painting",425
Infused Lost Ward Potion,378
Hardworking Vanity Table,795
Hardworking Tall Dresser,1796
Aeternum Sturgeon Filets,14687
Hardworking Low Bookcase,674
Hardworking Galley Shelf,974
Hardworking Dining Table,843
Infused Jewelry Fragment,15005
Basic Territory Supplies,15114
Medium Aeternum Sturgeon,15261
Pattern: Nightveil Spear,29446
Pattern: Arcane Clothing,15435
Temple Overseer's Helmet,31770
Monument Sentry's Helmet,33604
Monument Sentry's Gloves,33607
Goldenrod Brocade Drapes,1727
Master Fisher's Galoshes,18840
Festival Hanging Lantern,267
Faint Corrupted Insignia,901
Energizing Travel Ration,201
Empowered Counterbalance,1235
Crossed Arena Great Axes,19289
Summertime Marine Banner,19296
Albenaja - Large Memento,19300
Catfish - Medium Memento,19304
Aquanaja - Large Memento,19308
Frogfish - Small Memento,19312
Halibut - Medium Memento,19315
Mackerel - Small Memento,19317
Piranha - Medium Memento,19330
Sculpin - Medium Memento,19332
Starfish - Small Memento,19340
Summertime Fish Windsock,19350
Summertime Holiday Torch,19355
Ebony Apothecary Cabinet,2116
Battlemaster's Great Axe,24404
Gauntlet of Undying Grip,24409
Drop of Withered Essence,505
Shield of the Last Stand,24510
Draught of Viscous Azoth,1416
Draught of Blessed Water,313
Draught of Azalea Nectar,830
Adventurer's Leather Hat,25768
Cut Brilliant Aquamarine,1123
Domiciliary Brown Bobcat,25862
Domiciliary Brown Rabbit,25868
Influential Dining Chair,25886
White Oak Large Bookcase,25897
White Oak Small Bookcase,25901
Cypress Chest of Drawers,25908
Potted Candelabra Cactus,25922
Carved Statue of Minerva,25940
Vase of Ocotillo Flowers,25944
Carved Statue of Jupiter,25945
Walnut Wooden Wall Shelf,25970
Centurion Concrete Stove,25972
Deep Silver Wall Brazier,25990
Cypress Wood Small Table,26013
Common Corrupted Coating,161
Chunk of Enchanted Earth,991
Saturated Bone Fragments,28250
Chef's Secret Techniques,1440
Cerulean Sheets Bunk Bed,521
Carved Rosewood Armchair,2254
Calamari and Tomato Stew,1878
Engorged Rivercress Stem,28342
Berry Glazed Roasted Ham,108
Aged Regeneration Potion,28383
Basic Lost Combat Trophy,1017
Premium Measuring Vessel,3735
Basic First Aid Supplies,3724
Standard Precision Tools,3765
Advanced Precision Tools,3766
Starmetal Sewing Needles,3770
Premium Worker's Rations,3711
Pattern: Dryad's Hatchet,3974
Pattern: Sage Husk Shoes,4014
Pattern: Sage Husk Pants,4017
Pattern: Primal Husk Hat,4026
Pattern: Ta-Seti's Boots,4034
Sprigganbane Breastplate,4044
Sprigganbane Leather Hat,4048
Sprigganbane Cloth Shirt,4054
Sprigganbane Cloth Pants,4056
Sprigganbane Cloth Boots,4057
Dark Marksman's Flintlock,11267
Shambhala Cleansed Fibers,2970
Starmetal Armorer's Charm,3929
Marauder Ravager Greataxe,11640
Shaman's Fragrant Incense,2968
Steel Weaponsmith's Charm,1408
Empowered Sapphire Amulet,12477
Steel Void Gauntlet Charm,367
Brine of the Frosty Shore,9267
Maritime Velvet Footstool,2361
Short Red Cypress Trellis,1075
Master Cannoneer's Rapier,11901
Spectral Malachite Amulet,12483
Advanced Measuring Vessel,3734
Swordfish - Large Memento,19344
Tall Green Porcelain Vase,2161
Covenant Initiate Hatchet,13379
Timeless Life Staff Shard,1120
Snowcapped Boar Sculpture,2672
Cragview Reinforced Weave,2954
Covenant Excubitor Musket,11645
Blackguard's Ice Gauntlet,8920
Starmetal Pathfinder Helm,10356
Warm Iron Sconce - Bright,1302
Pattern: Nightveil Musket,29435
Living Crystal Life Staff,8354
Studded Leather Chestwrap,14126
Pattern: Weaving Clothing,15445
Treated Wood Fishing Pole,13814
Infused Corrupted Coating,848
Schematic: Grasping Light,1639
Syndicate Adept Longsword,13366
Master Cannoneer's Musket,11885
Reclamation of the Forest,11294
Timeless Plate Helm Shard,749
Sturgeon - Medium Memento,19342
Vial of Corrupted Essence,583
Grove Keeper's Fire Staff,11365
Premium Medleyfaire Token,14680
Windsward Sampler Platter,2913
Runeglass of Abyssal Onyx,29336
Stingray - Medium Memento,19341
Vacant Corrupted Insignia,254
Captain Clermont's Report,28296
Recipe: Honey Roasted Ham,690
Glowing Lifecrystal Staff,8841
Runeglass of Ignited Onyx,29334
Rickety Wooden Wall Shelf,379
Recipe: Braised Wolf Loin,1690
Imbued Flawed Opal Amulet,13835
Impossible Geometry Notes,528
Roasted Carrots with Dill,972
Schematic: Old Desk Chair,195
Covenant Excubitor Rapier,11663
Streaked Alligator Scales,2777
Beautifully Packed Basket,14683
Turquoise Woven Floor Mat,1737
Windsward Heirloom Brooch,2893
Padded Flawed Jasper Ring,13852
Schematic: Oak Wall Shelf,1104
Chunk of Corrupted Matter,427
Runeglass of Abyssal Ruby,29358
Runeglass of Sighted Opal,29352
Chunk of Consecrated Iron,735
Floral Design Accessories,1214
Excavator's Safety Helmet,11814
Amrine Excavator's Amulet,11809
Pattern: Primal Husk Coat,4023
Turquoise Brocade Valance,2294
Protector's Fortune Charm,8760
Drop of Corrupted Essence,1046
Courtier's Crescent Staff,8334
Bloodline's Curse Earring,8839
Pattern: Swashbuckler Hat,4041
Ship Wheel Swords Display,31
Shard of Consecrated Iron,2122
Fusion Flower Arrangement,1766
Pattern: Soaked Great Axe,3958
Covenant Templar Greataxe,12298
Well-polished Small Table,2691
Amrine Temple Kite Shield,12571
Obelisk Guard Kite Shield,12572
Schematic: Maple Full Bed,542
Hanging Basket of Flowers,579
Infused Beast Ward Potion,2378
Useful Engineering Scraps,15007
Upper Harrow Monolith Orb,4100
Staff of Ignited Conflict,8315
Obelisk Outrider Leggings,12612
Timeless War Hammer Shard,96
Pattern: Nightveil Rapier,29433
Varangian Activity Report,2704
Ancient Platinum Talisman,3669
Lava Barb - Large Memento,19322
Shard of Corrupted Matter,1331
Crystal Spirit Guide Ring,9884
Steak with Mushroom Gravy,1935
Salted Roasted Vegetables,223
Temple Overseer's Greaves,31772
Daemonaja - Large Memento,19313
Flounder - Medium Memento,19311
Stability of the Mountain,8404
Marauder Gladiator Rapier,12317
Everfall Sealed Documents,4101
Sabre of the Dark Cultist,8534
Powerful Endurance Potion,2807
Runeglass of Ignited Ruby,29356
Skeletal Staff of Torment,8307
Obelisk Pathfinder Gloves,12600
Infused Human Ward Potion,37906
Teak Circular Curio Shelf,1051
Syndicate Scrivener Spear,12321
Starmetal Plate Gauntlets,10520
Iron Guardsman's Insignia,532
Everfall Scout's Longcoat,13177
Cypress Wooden Wall Shelf,25968
Monument Sentry's Greaves,33606
Jade Circular Curio Shelf,2301
Bluefish - Medium Memento,19303
Schematic: Teak End Table,187
Mediterranean Curule Seat,25889
Journal of Aeternum Flora,1428
Leatherbound Thinking Cap,13172
Corrupted Iron Hammerhead,3262
Archdeacon Azamela's Head,3317
Hardworking Short Dresser,586
Legatus General's Buckler,9565
Pattern: Ta-Seti's Gloves,4035
Pike of the Grand Duelist,11463
Composer's Guitar Trinket,29219
Musician's Guitar Trinket,29218
Marauder Gladiator Musket,12299
Influential Place Setting,25937
Strong Encumbrance Potion,121
Snowcapped Yeti Sculpture,35629
Runeglass of Sighted Onyx,29341
Runeglass of Frozen Topaz,29379
Major Human Combat Trophy,37918
Recipe: Stuffed Pork Chop,730
Starmetal Settler's Stove,1148
Longbow of the Arcane Eye,9630
Arcane Infused Life Staff,14290
Recipe: Strong Honey Brew,216
Pattern: Oak Regent Boots,1426
Warmonger Gauntlets (War),10696
Spear of the Elder Shaman,11466
Spear of Volcanic Resolve,13151
Basic Human Combat Trophy,37917
Warmonger Cloth Hat (War),10704
Minor Human Combat Trophy,37916
Spear of Haunted Memories,13150
Snowcapped Stag Sculpture,2674
Cool Iron Sconce - Bright,434
Starmetal Great Axe Charm,810
Mahogany Chest of Drawers,1984
Expedition Captain's Helm,4406
Steel Soldier Breastplate,12378
Starmetal Soldier Greaves,10363
Cut Pristine Lapis Lazuli,3915
Summer Medley Beach Bunny,19356
Ancient Glob of Ectoplasm,28951
Starmetal Heavy Gauntlets,10361
Standard Measuring Vessel,3733
Schematic: Dynastic Stove,2238
Schematic: Jade End Table,1806
Pirate Keg Kitchen Island,2095
Pirate Weapon Arrangement,263
Pattern: Sage Husk Gloves,4015
Blade of the Lost Duelist,13126
Empty Azoth Energy Source,3459
Aristocrat's Fine Hatchet,14257
Frozen Orichalcum Plating,3217
Pork Chops with Pan Gravy,1206
Goldenrod Woven Floor Mat,288
Thread of Corrupted Cloth,386
Pattern: Iceburst (GS600),37736
Pattern: Court Fascinator,4032
Schematic: Cherry Valance,292
Orichalcum Skinners Charm,636
Common Material Converter,709
Deep Silver Tall Oil Lamp,25982
Hardworking Tall Bookcase,1204
Magnificent Memento Stand,14699
Might of the Elder Shaman,11387
Timeless Greatsword Shard,29231
"""Bear in Meadow"" Painting",1743
Staff of the Dark Prophet,8378
Powerful Lost Ward Potion,1352
Tall White Porcelain Vase,1987
Hardworking Scrolled Desk,2227
Staff of Blighted Horrors,8369
Tall Black Porcelain Vase,2760
Pattern: Cooking Clothing,15437
Ancient Artifact Fragment,3409
Exquisitely Packed Basket,14685
Tall Cream Porcelain Vase,2761
Domiciliary Brown Mastiff,25865
Domiciliary Brown Elk Doe,25864
Pattern: Fishing Clothing,15439
Musket of Calculated Risk,24405
Pattern: Jeweler Clothing,15440
Sprigganbane Cloth Gloves,4055
Apprentice's Drum Trinket,29211
Pike of the Wood Mistress,11446
Goldenrod Brocade Valance,58
Sliver of Enchanted Earth,793
Pattern: Tanning Clothing,15441
Sprigganbane Leather Coat,4049
Orichalcum Sewing Needles,3771
Rapier of the New Dynasty,11440
Infused Orichalcum Thread,3107
Corrupted Armorsmith Kits,3070
Yellow Brass Wall Brazier,25988
Burnt Copper Wall Brazier,25989
Winter Flower Arrangement,2296
Vial of Corrupted Mutagen,3692
Whitegold Woven Floor Mat,2014
Bow of the Crystal Palace,8132
Powdered Starmetal Shards,3033
Runeglass of Ignited Opal,29345
Timeless Fire Staff Shard,1284
Sausage with Creamed Corn,453
Recipe: Roasted Wolf Loin,1849
Marauder Soldier Greataxe,13368
Light Pewter Wall Brazier,25991
Salt-stripped Small Table,2209
Apprentice's Upright Bass,12457
Carved Mask of the Sentry,11635
Sweet Wild Berry Infusion,200
Adventurer's Ice Gauntlet,14462
Whitegold Brocade Valance,2764
Mount-A-Catch Starter Kit,18600
Runeglass of Frozen Amber,29236
Summertime Blue Spotlight,19353
Ancient Reinforced Musket,11262
Adventurer's Round Shield,14460
Runeglass of Abyssal Opal,29347
Infused Elemental Crystal,2998
Runeglass of Sighted Ruby,29363
Reinforced Stalker's Mask,11911
Strong Proficiency Booster,858
Lieutenant General's Blade,11438
Strong Regeneration Potion,908
Stuffed Venison Tenderloin,766
Corruption Hunter's Gloves,24402
Corruption Infused Longbow,9027
Taxidermied Varanus Mandje,2661
Distilled Orichalcum Ingot,3263
Scenic Painting of Caminus,2654
Blackguard's Void Gauntlet,8921
Starmetal Corrupted Casing,3638
Ionic Style Display Column,25918
Doric Style Display Column,25916
Scenic Painting of Antares,2641
Draught of Corrupted Ichor,543
White Oak Chest of Drawers,25909
Marauder Gladiator Hatchet,12305
Draught of Ancient Essence,1121
Watcher's Dutybound Rapier,8551
Mediterranean Dining Chair,25885
Schematic: Pirate Crew Keg,37931
Teak Painted Bamboo Blinds,1732
"Caudanthe, Fang of Serpens",8570
Powerful Human Ward Potion,37908
Spellstaff of Fiery Intent,8884
Pattern: Swashbuckler Robe,4038
Sprigganbane Leather Pants,4051
Timeless Breastplate Shard,632
Well-polished Vanity Table,1094
Well-polished Tall Dresser,2087
Timeless Kite Shield Shard,1346
Well-polished Low Bookcase,2085
Timeless Leather Hat Shard,576
Well-polished Galley Shelf,1799
